row,Date,Speaker,Process,Recipient,codeString
2275,508,X,B,R,TP1.000
2276,508,R,B,X,UC1.000
2277,508,X,B,R,IE1.000
2278,508,H,B,X,IE1.000
2279,508,R,B,H,IE1.000
2283,508,X,B,R,TP1.000
2284,508,R,B,X,IE1.000
2285,508,X,B,R,IE1.000
2287,508,R,B,X,IE1.000
2288,508,X,B,R,IE1.000
2289,508,R,B,X,UC1.000
2291,508,R,B,X,IE1.000
2292,508,H,B,UC,UC1.000
2293,508,C,B,UC,KS1.000
2295,508,R,B,H,GO1.000
2296,508,H,B,R,TP1.000
2297,508,X,B,GT,IE1.000
2298,508,R,B,C,TP1.000
2299,508,C,B,R,TP1.000
2300,508,R,B,C,IE1.000
2301,508,C,B,R,TP1.000
2302,508,R,B,C,TP1.000
2303,508,H,B,X,TP1.000
2305,508,H,B,X,IE1.000
2306,508,X,B,H,TP1.000
2307,508,R,B,H,IE1.000
2308,508,H,B,R,IE1.000
2309,508,R,B,H,IE1.000
2310,508,X,B,R,TP1.000
2311,508,R,B,X,IE1.000
2312,508,H,B,UC,TP1.000
2314,508,X,UC,H,IE1.000
2315,508,H,UC,C,IE1.000
2316,508,C,UC,H,IE1.000
2317,508,H,UC,C,IE1.000
2318,508,C,UC,H,IE1.000
2319,508,R,UC,C,IE1.000
2320,508,C,UC,R,IE1.000
2321,508,R,UC,C,UC1.000
2322,508,R,UC,C,KS1.000
2322,508,R,UC,C,TP1.000
2323,508,C,UC,R,OF1.000
2324,508,X,UC,C,OF1.000
2325,508,R,UC,H,TP1.000
2326,508,H,B,R,OF1.000
2327,508,X,B,H,TP1.000
2329,508,X,B,H,IE1.000
2329,508,X,B,H,TP1.000
2330,508,H,B,X,OF1.000
2331,508,X,B,H,OF1.000
2332,508,H,B,X,OF1.000
2334,508,H,B,X,IE1.000
2336,508,X,B,H,IE1.000
2337,508,R,B,X,OF1.000
2338,508,X,B,R,OF1.000
2339,508,R,B,X,OF1.000
2340,508,H,B,R,OF1.000
2342,508,H,B,C,OF1.000
2343,508,C,B,X,IE1.000
2343,508,C,B,X,KS1.000
2344,508,X,B,C,IE1.000
2345,508,C,B,X,IE1.000
2346,508,X,B,C,IE1.000
2347,508,C,B,X,TP1.000
2348,508,R,B,H,UC1.000
2349,508,H,B,R,IE1.000
2356,508,X,S,C,OF1.000
2358,508,X,S,C,OF1.000
2361,508,C,S,X,TP1.000
2362,508,X,S,C,TP1.000
2363,508,X,S,C,TP1.000
2364,508,C,S,X,TP1.000
2365,508,X,S,C,UC1.000
2366,508,C,S,X,TP1.000
2367,508,X,S,C,TP1.000
2368,508,R,S,GT,TP1.000
2369,508,C,S,R,TP1.000
2370,508,R,S,C,TP1.000
2371,508,C,S,UC,TP1.000
2372,508,R,S,C,TP1.000
2373,508,C,S,R,TP1.000
2374,508,R,S,C,TP1.000
2375,508,C,S,R,TP1.000
2376,508,R,S,C,TP1.000
2378,508,R,S,C,IE1.000
2379,508,C,S,R,IE1.000
2380,508,R,S,X,IE1.000
2381,508,R,S,X,TP1.000
2382,508,X,S,R,TP1.000
2383,508,H,S,GT,IE1.000
2385,508,H,S,X,TP1.000
2387,508,R,S,GT,IE1.000
2388,508,H,S,X,IE1.000
2389,508,X,S,H,UC1.000
2390,508,H,S,R,TP1.000
2391,508,R,S,H,TP1.000
2392,508,X,S,H,IE1.000
2394,508,H,S,R,UC1.000
2395,508,X,S,C,UC1.000
2396,508,R,S,H,UC1.000
2398,508,R,S,GT,UC1.000
2399,508,H,S,GT,IE1.000
2400,508,C,S,GT,IE1.000
2401,508,H,S,GT,IE1.000
2402,508,R,S,GT,TP1.000
2403,508,C,S,UC,GO1.000
2404,508,H,S,GT,EA1.000
2405,508,R,S,H,IE1.000
2406,508,X,S,R,IE1.000
2407,508,H,S,X,IE1.000
2408,508,C,S,UC,TP1.000
2415,508,R,UC,C,TP1.000
2416,508,C,UC,R,IE1.000
2417,508,X,UC,R,IE1.000
2419,508,R,UC,H,IE1.000
2420,508,H,UC,C,TP1.000
2421,508,C,UC,H,IE1.000
2425,508,R,UC,C,IE1.000
2426,508,C,UC,R,IE1.000
2428,508,R,UC,C,TP1.000
2429,508,C,UC,R,IE1.000
2430,508,H,UC,R,IE1.000
2431,508,R,UC,H,IE1.000
2432,508,C,UC,R,IE1.000
2433,508,R,UC,C,TP1.000
2434,508,C,UC,R,IE1.000
2435,508,R,UC,C,TP1.000
2436,508,C,UC,R,IE1.000
2437,508,R,UC,C,IE1.000
2438,508,H,UC,GT,TP1.000
2439,508,X,UC,GT,TP1.000
2440,508,H,UC,X,IE1.000
2441,508,X,C,GT,OF1.000
2442,508,,UC,GT,IE1.000
2443,508,C,UC,X,TP1.000
2445,508,C,UC,C,OF1.000
2446,508,H,UC,C,OF1.000
2447,508,C,UC,X,OF1.000
2448,508,R,UC,GT,TP1.000
2449,508,C,UC,R,IE1.000
2450,508,H,UC,C,TP1.000
2451,508,C,UC,H,IE1.000
2452,508,H,UC,C,IE1.000
2453,508,C,UC,H,KS1.000
2454,508,R,UC,C,TP1.000
2455,508,C,UC,R,TP1.000
2456,508,R,UC,C,IE1.000
2457,508,C,UC,R,IE1.000
2458,508,H,UC,R,TP1.000
2459,508,C,UC,R,IE1.000
2460,508,X,UC,UC,TP1.000
2461,508,H,S,GT,IE1.000
2462,508,R,S,GT,IE1.000
2463,508,C,S,X,UC1.000
2464,508,X,S,C,OF1.000
2467,508,R,S,C,IE1.000
2468,508,C,S,R,IE1.000
2533,508,R,G,GT,OF1.000
2534,508,C,G,H,IE1.000
2535,508,H,G,C,TP1.000
2536,508,R,G,H,IE1.000
2571,508,X,G,C,TP1.000
2572,508,R,G,GT,TP1.000
2573,508,C,G,GT,TP1.000
2574,508,R,G,GT,IE1.000
2575,508,X,G,R,IE1.000
2576,508,H,G,GT,TP1.000
2579,508,C,G,H,TP1.000
2580,508,H,G,C,IE1.000
2581,508,C,G,H,IE1.000
2582,508,H,G,C,IE1.000
2583,508,X,G,GT,OF1.000
2584,508,C,G,X,IE1.000
2584,508,C,G,X,OF1.000
2585,508,X,G,C,TP1.000
2586,508,H,G,X,TP1.000
2587,508,C,G,R,IE1.000
2589,508,R,G,C,IE1.000
2590,508,C,G,R,IE1.000
2591,508,H,G,C,IE1.000
2592,508,R,G,H,TP1.000
2593,508,R,G,C,IE1.000
2594,508,H,G,R,TP1.000
2595,508,C,G,GT,IE1.000
2596,508,X,G,C,TP1.000
2597,508,R,G,X,IE1.000
2598,508,H,G,R,IE1.000
2599,508,C,G,GT,IE1.000
2600,508,X,G,C,IE1.000
2601,508,C,G,X,IE1.000
2602,508,H,G,GT,IE1.000
2603,508,C,G,H,IE1.000
2604,508,R,G,C,IE1.000
2605,508,C,G,R,IE1.000
2607,508,R,G,GT,IE1.000
2608,508,C,G,GT,TP1.000
2609,508,X,G,C,IE1.000
2610,508,C,G,X,IE1.000
2611,508,R,G,GT,TP1.000
2612,508,C,G,R,IE1.000
2613,508,R,G,C,TP1.000
2614,508,H,G,GT,TP1.000
2615,508,R,G,H,TP1.000
2616,508,C,G,R,TP1.000
2617,508,X,G,GT,IE1.000
2619,508,R,G,R,IE1.000
2620,508,H,G,R,IE1.000
2621,508,R,G,H,TP1.000
2626,508,H,G,GT,TP1.000
2627,508,X,G,GT,TP1.000
2629,508,R,G,GT,IE1.000
2630,508,C,G,GT,IE1.000
2631,508,C,G,R,TP1.000
2632,508,R,G,C,TP1.000
2633,508,H,G,C,TP1.000
2634,508,C,G,H,IE1.000
2635,508,H,G,C,TP1.000
2636,508,C,G,H,IE1.000
2637,508,X,G,C,TP1.000
2638,508,C,G,X,IE1.000
2639,508,H,G,X,IE1.000
2640,508,X,G,H,TP1.000
2641,508,H,G,X,KS1.000
2642,508,X,G,H,IE1.000
2643,508,H,G,X,IE1.000
2644,508,X,G,H,IE1.000
2645,508,H,G,X,IE1.000
2646,508,X,G,H,IE1.000
2648,508,C,G,R,TP1.000
2650,508,C,G,R,IE1.000
2651,508,H,G,C,IE1.000
2652,508,X,G,GT,IE1.000
2653,508,R,G,GT,UC1.000
2654,508,X,G,C,IE1.000
2655,508,C,G,X,TP1.000
2656,508,X,G,C,IE1.000
2657,508,H,G,GT,IE1.000
2658,508,X,G,C,IE1.000
2659,508,H,G,GT,TP1.000
2662,508,C,G,GT,IE1.000
2663,508,X,G,H,OF1.000
2664,508,H,G,X,IE1.000
2667,508,R,R,GT,KS1.000
2668,508,X,R,R,IE1.000
2669,508,C,R,GT,TP1.000
2670,508,X,R,C,GO1.000
2672,508,H,R,C,IE1.000
2673,508,C,R,GT,TP1.000
2674,508,R,R,C,TP1.000
2675,508,C,R,R,UC1.000
2676,508,H,R,GT,IE1.000
2677,508,X,R,C,TP1.000
2678,508,R,R,X,IE1.000
2679,508,C,R,R,TP1.000
2680,508,H,R,C,UC1.000
2681,508,C,R,R,IE1.000
2682,508,R,R,C,UC1.000
2684,508,X,UC,GT,IE1.000
2685,508,H,UC,X,UC1.000
2686,508,X,UC,H,IE1.000
2687,508,H,UC,X,UC1.000
2688,508,X,UC,H,TP1.000
2690,508,X,UC,H,TP1.000
2691,508,C,R,H,TP1.000
2693,508,C,R,H,IE1.000
2694,508,R,R,GT,IE1.000
2695,508,X,R,H,GO1.000
2696,508,H,R,X,TP1.000
2698,508,X,R,H,IE1.000
2703,508,C,R,GT,IE1.000
2704,508,C,R,GT,TP1.000
2705,508,H,R,GT,IE1.000
2706,508,C,R,GT,TP1.000
2707,508,X,R,GT,IE1.000
2708,508,R,R,GT,OF1.000
2709,508,H,R,GT,OF1.000
2710,508,R,R,GT,OF1.000
2711,508,C,R,R,OF1.000
2713,508,X,R,GT,IE1.000
2714,508,H,R,X,TP1.000
2723,508,X,G,R,IE1.000
2724,508,R,G,X,IE1.000
2725,508,X,G,R,IE1.000
2726,508,R,G,X,TP1.000
2728,508,H,G,X,IE1.000
2729,508,X,G,H,IE1.000
2730,508,H,G,X,IE1.000
2731,508,C,G,H,IE1.000
2732,508,R,G,X,IE1.000
2733,508,H,G,C,IE1.000
2734,508,R,G,X,IE1.000
2734,508,R,G,X,TP1.000
2735,508,X,G,H,IE1.000
2736,508,H,G,X,TP1.000
2737,508,X,G,H,IE1.000
2738,508,H,G,X,IE1.000
2739,508,X,G,H,IE1.000
2740,508,R,G,C,IE1.000
2741,508,C,G,R,IE1.000
2741,508,C,G,R,TP1.000
2742,508,R,G,C,TP1.000
2743,508,R,G,X,TP1.000
2744,508,X,G,C,IE1.000
2745,508,C,G,X,IE1.000
2746,508,X,G,C,TP1.000
2747,508,R,G,X,TP1.000
2748,508,H,G,R,IE1.000
2749,508,C,G,R,IE1.000
2750,508,R,G,C,TP1.000
2751,508,C,G,GT,TP1.000
2752,508,H,G,GT,IE1.000
2753,508,X,G,R,IE1.000
2754,508,C,G,GT,TP1.000
2755,508,R,G,X,IE1.000
2756,508,H,G,X,TP1.000
2757,508,X,G,H,IE1.000
2758,508,R,G,H,TP1.000
2759,508,X,G,H,IE1.000
2760,508,H,G,X,GO1.000
2761,508,R,G,X,IE1.000
2762,508,X,G,R,IE1.000
2763,508,C,G,X,EA1.000
2764,508,X,G,C,IE1.000
2765,508,C,G,X,IE1.000
2766,508,H,G,X,IE1.000
2767,508,X,G,H,TP1.000
2768,508,C,G,GT,TP1.000
2773,508,H,UC,GT,TP1.000
2774,508,C,UC,H,TP1.000
2775,508,R,UC,H,TP1.000
2776,508,C,UC,R,IE1.000
2778,508,X,UC,R,KS1.000
2779,508,C,UC,X,IE1.000
2780,508,X,UC,C,TP1.000
2781,508,C,UC,X,IE1.000
2782,508,H,UC,X,IE1.000
2783,508,X,UC,H,IE1.000
2784,508,H,UC,X,IE1.000
2785,508,X,UC,H,TP1.000
2786,508,C,UC,H,IE1.000
2787,508,H,UC,C,IE1.000
2788,508,C,UC,H,IE1.000
2801,508,R,UC,C,IE1.000
2802,508,C,UC,R,IE1.000
2802,508,C,UC,R,TP1.000
2803,508,R,UC,C,IE1.000
2804,508,X,UC,GT,IE1.000
2805,508,C,UC,X,TP1.000
2806,508,R,UC,X,TP1.000
2816,508,C,UC,X,IE1.000
2817,508,X,UC,C,TP1.000
2818,508,R,G,GT,TP1.000
2819,508,H,G,C,IE1.000
2820,508,C,G,H,TP1.000
2821,508,X,G,GT,IE1.000
2822,508,R,G,H,TP1.000
2823,508,H,G,R,TP1.000
2824,508,R,G,H,TP1.000
2825,508,C,G,GT,IE1.000
2826,508,R,G,H,IE1.000
2827,508,H,G,R,UC1.000
2828,508,X,UC,C,TP1.000
2831,508,C,UC,GT,TP1.000
2832,508,H,UC,GT,IE1.000
2833,508,X,UC,C,IE1.000
2834,508,H,UC,R,IE1.000
2836,508,R,R,H,IE1.000
2837,508,X,R,C,TP1.000
2838,508,C,R,X,IE1.000
2839,508,H,R,R,IE1.000
2840,508,R,R,H,TP1.000
2841,508,X,R,R,IE1.000
2842,508,X,R,UC,IE1.000
2843,508,H,R,GT,IE1.000
2844,508,R,R,H,IE1.000
2845,508,H,R,UC,IE1.000
2846,508,X,R,UC,IE1.000
2847,508,H,R,GT,KS1.000
2848,508,X,R,H,IE1.000
2849,508,R,R,GT,IE1.000
2850,508,H,R,GT,IE1.000
2852,508,X,R,C,TP1.000
2853,508,C,R,R,TP1.000
2854,508,R,R,C,TP1.000
2856,508,C,R,R,IE1.000
2857,508,H,R,UC,IE1.000
2859,508,R,R,GT,TP1.000
2860,508,H,R,R,IE1.000
2861,508,R,R,H,IE1.000
2862,508,H,R,R,IE1.000
2864,508,R,R,GT,IE1.000
2865,508,,R,,TP1.000
2866,508,C,R,R,IE1.000
2867,508,R,UC,C,IE1.000
2868,508,C,UC,R,IE1.000
2869,508,H,UC,C,IE1.000
2870,508,C,UC,H,IE1.000
2871,508,H,UC,C,IE1.000
2872,508,C,UC,H,IE1.000
2874,508,C,UC,H,OF1.000
2875,508,H,UC,C,OF1.000
2876,508,C,UC,H,OF1.000
2878,508,C,UC,R,OF1.000
2879,508,R,UC,C,OF1.000
2881,508,R,UC,C,OF1.000
2882,508,C,UC,R,OF1.000
2883,508,C,UC,GT,OF1.000
2884,508,H,R,GT,OF1.000
2885,508,R,R,GT,OF1.000
2886,508,X,R,GT,OF1.000
2887,508,R,R,GT,OF1.000
2888,508,C,R,R,OF1.000
2889,508,X,R,GT,OF1.000
2890,508,R,R,C,UC1.000
2891,508,H,R,C,OF1.000
2892,508,C,R,H,OF1.000
2893,508,R,R,H,OF1.000
2894,508,H,R,R,OF1.000
2895,508,R,R,H,OF1.000
2896,508,H,R,R,OF1.000
2897,508,C,R,GT,OF1.000
2898,508,R,R,GT,OF1.000
2900,508,X,R,C,OF1.000
2901,508,C,R,X,OF1.000
2902,508,X,R,C,OF1.000
2904,508,R,R,GT,OF1.000
2906,508,H,R,GT,OF1.000
2908,508,C,R,X,OF1.000
2910,508,H,R,C,0.500IETP
2912,508,R,R,H,OF1.000
2913,508,H,R,R,OF1.000
2914,508,R,R,H,OF1.000
2916,508,H,R,C,TP1.000
2918,508,X,R,C,0.333IEOFTP
2919,508,C,R,X,0.333IEOFTP
2920,508,X,R,C,OF1.000
2921,508,H,R,UC,OF1.000
2922,508,UC,R,UC,OF1.000
2923,508,H,R,UC,IE1.000
2924,508,C,R,UC,IE1.000
2925,508,R,R,C,0.333IEOFTP
2926,508,X,R,H,IE1.000
2927,508,H,R,C,OF1.000
2928,508,C,R,H,OF1.000
2929,508,H,R,C,OF1.000
2930,508,C,R,H,OF1.000
2931,508,H,R,C,IE1.000
2932,508,X,R,GT,IE1.000
2933,508,R,R,GT,IE1.000
2934,508,C,R,H,IE1.000
2935,508,H,R,C,IE1.000
2936,508,C,R,H,IE1.000
3006,508,X,UC,H,IE1.000
3009,508,R,UC,X,IE1.000
3010,508,X,UC,H,IE1.000
3011,508,H,UC,X,IE1.000
3012,508,C,UC,R,IE1.000
3014,508,C,UC,R,IE1.000
3015,508,X,R,GT,IE1.000
3016,508,R,UC,C,TP1.000
3017,508,H,UC,R,0.500IEKS
3018,508,X,C,H,TP1.000
3019,508,H,UC,C,IE1.000
3020,508,R,UC,C,UC1.000
3021,508,X,UC,H,KS1.000
3022,508,C,UC,H,IE1.000
3023,508,C,UC,GT,TP1.000
3024,508,H,UC,C,0.333IEKSTP
3025,508,C,UC,H,IE1.000
3026,508,H,UC,C,IE1.000
3027,508,R,UC,C,IE1.000
3028,508,C,UC,R,IE1.000
3029,508,R,UC,C,IE1.000
3030,508,X,R,GT,IE1.000
3031,508,C,R,H,TP1.000
3032,508,R,R,H,TP1.000
3033,508,X,R,T,IE1.000
3034,508,R,UC,H,0.500IEKS
3034,508,R,UC,H,IE1.000
3035,508,X,UC,H,IE1.000
3035,508,X,UC,H,KS1.000
3036,508,R,UC,H,IE1.000
3038,508,C,UC,X,IE1.000
3039,508,X,UC,C,IE1.000
3040,508,C,UC,X,TP1.000
3041,508,X,UC,C,OF1.000
3042,508,R,UC,C,0.500IETP
3044,508,X,UC,GT,IE1.000
3045,508,R,UC,C,IE1.000
3046,508,C,UC,R,IE1.000
3047,508,R,UC,GT,TP1.000
3048,508,X,UC,R,TP1.000
3049,508,R,UC,GT,TP1.000
3050,508,C,UC,X,TP1.000
3051,508,X,UC,C,TP1.000
3052,508,C,UC,R,IE1.000
3052,508,C,UC,R,TP1.000
3053,508,R,UC,C,TP1.000
3055,508,R,UC,C,TP1.000
3056,508,C,UC,R,TP1.000
3058,508,C,UC,R,IE1.000
3060,508,C,UC,R,TP1.000
3061,508,X,UC,R,TP1.000
3062,508,R,UC,GT,TP1.000
3063,508,H,UC,R,TP1.000
3064,508,R,UC,H,IE1.000
3064,508,R,UC,H,TP1.000
3065,508,C,UC,H,TP1.000
3066,508,H,UC,C,TP1.000
3067,508,C,UC,H,IE1.000
3068,508,R,UC,C,TP1.000
3069,508,C,UC,R,IE1.000
3070,508,R,UC,C,IE1.000
3071,508,C,UC,R,IE1.000
3072,508,R,UC,C,TP1.000
3073,508,X,UC,GT,TP1.000
3074,508,C,UC,X,TP1.000
3075,508,X,UC,C,TP1.000
3077,508,R,UC,C,TP1.000
3079,508,C,UC,X,OF1.000
3080,508,X,UC,C,OF1.000
3081,508,C,UC,X,OF1.000
3082,508,X,UC,C,OF1.000
3083,508,C,UC,X,TP1.000
3084,508,X,UC,C,IE1.000
3085,508,C,UC,X,IE1.000
3086,508,R,UC,C,TP1.000
3087,508,H,UC,C,IE1.000
3087,508,H,UC,C,TP1.000
3088,508,H,UC,C,IE1.000
3089,508,R,UC,C,IE1.000
3089,508,R,UC,C,TP1.000
3090,508,C,UUC,R,IE1.000
3091,508,X,UC,R,IE1.000
3092,508,R,UC,X,IE1.000
3093,508,C,UC,R,IE1.000
3094,508,H,UC,R,IE1.000
3094,508,H,UC,R,TP1.000
3095,508,R,UC,H,UC1.000
3096,508,C,UC,X,0.500KSTP
3096,508,C,UC,X,IE1.000
3097,508,X,UC,C,0.333EAIETP
3098,508,C,UC,X,IE1.000
3099,508,H,UC,X,IE1.000
3100,508,C,UC,H,OF1.000
3101,508,X,UC,C,IE1.000
3103,508,C,UC,R,0.500IETP
3104,508,R,UC,C,TP1.000
3105,508,,UC,,KS1.000
3106,508,H,UC,X,TP1.000
3107,508,X,UC,H,IE1.000
3108,508,R,UC,X,IE1.000
3109,508,C,UC,R,IE1.000
3110,508,,,,IE1.000
3114,508,H,R,X,TP1.000
3115,508,X,R,H,IE1.000
3116,508,R,UC,UC,TP1.000
3117,508,C,UC,GT,OF1.000
3118,508,X,UC,C,IE1.000
3119,508,C,UC,X,IE1.000
3120,508,R,UC,C,TP1.000
3123,508,C,UC,X,IE1.000
3124,508,X,UC,C,IE1.000
3125,508,C,UC,X,TP1.000
3126,508,R,UC,C,IE1.000
3127,508,C,UC,R,IE1.000
3136,508,H,R,X,TP1.000
3137,508,X,R,H,IE1.000
3138,508,H,R,X,IE1.000
3139,508,X,R,H,IE1.000
3161,512,C,T,R,IE1.000
3162,512,R,T,X,0.500KSTP
3163,512,X,T,R,0.500IEKS
3164,512,C,T,C,IE1.000
3165,512,R,T,C,IE1.000
3166,512,X,UC,GT,IE1.000
3167,512,R,UC,X,IE1.000
3168,512,C,UC,R,IE1.000
3170,512,X,UC,R,0.500GOTP
3170,512,X,UC,R,IE1.000
3171,512,C,UC,X,IE1.000
3172,512,R,UC,C,IE1.000
3173,512,C,UC,R,0.500GO/TPKS
3174,512,R,UC,X,TP1.000
3175,512,C,UC,R,TP1.000
3176,512,X,UC,T,IE1.000
3182,512,R,T,C,TP1.000
3183,512,C,B,R,TP1.000
3184,512,R,B,C,IE1.000
3184,512,R,B,C,TP1.000
3185,512,C,B,R,IE1.000
3186,512,X,B,C,IE1.000
3187,512,R,B,C,IE1.000
3190,512,R,B,C,0.500IEKS
3191,512,C,B,R,0.500IETP
3192,512,R,B,C,0.500IETP
3193,512,C,B,R,0.500IETP
3194,512,R,B,C,TP1.000
3195,512,C,B,R,OF1.000
3203,512,R,T,X,OF1.000
3204,512,X,T,R,IE1.000
3205,512,,,,TP1.000
3206,512,R,B,C,IE1.000
3207,512,X,B,R,0.500IETP
3209,512,X,B,R,IE1.000
3210,512,R,B,X,0.500IETP
3211,512,C,T,GT,TP1.000
3212,512,R,T,C,IE1.000
3214,512,R,T,C,IE1.000
3254,512,R,G,C,0.500IETP
3255,512,C,G,R,0.500IETP
3256,512,R,G,C,0.500IETP
3257,512,C,G,R,IE1.000
3258,512,X,G,GT,TP1.000
3259,512,C,G,X,OF1.000
3261,512,C,G,GT,IE1.000
3262,512,R,G,C,IE1.000
3263,512,X,G,GT,0.500EAIE
3265,512,R,G,GT,IE1.000
3266,512,C,G,R,IE1.000
3266,512,C,G,R,TP1.000
3267,512,X,G,R,IE1.000
3268,512,R,G,X,IE1.000
3269,512,C,G,R,0.500IEKS
3270,512,R,G,C,IE1.000
3291,512,C,G,GT,KS1.000
3293,512,C,G,R,IE1.000
3294,512,R,G,C,IE1.000
3295,512,X,G,C,TP1.000
3296,512,C,G,X,0.500IETP
3297,512,R,G,C,0.500KSTP
3297,512,R,G,C,IE1.000
3298,512,C,G,R,TP1.000
3300,512,X,G,R,IE1.000
3301,512,R,G,X,TP1.000
3302,512,X,G,R,TP1.000
3307,512,X,G,R,IE1.000
3308,512,R,G,X,TP1.000
3309,512,X,G,R,TP1.000
3310,512,R,G,X,TP1.000
3311,512,X,G,R,TP1.000
3312,512,C,G,X,TP1.000
3313,512,X,G,C,TP1.000
3314,512,R,G,,0.500GOTP
3315,512,,G,,0.500IE/TPKS
3316,512,C,G,X,0.500IEKS
3317,512,X,G,GT,KS1.000
3318,512,R,G,X,IE1.000
3318,512,R,G,X,TP1.000
3319,512,X,G,R,IE1.000
3319,512,X,G,R,TP1.000
3380,512,R,B,X,TP1.000
3381,512,X,B,R,KS1.000
3382,512,R,B,X,IE1.000
3383,512,X,B,R,KS1.000
3385,512,X,B,R,IE1.000
3397,512,C,B,X,OF1.000
3399,512,R,B,C,IE1.000
3399,512,R,B,C,KS1.000
3404,512,R,B,X,OF1.000
3405,512,X,B,GT,OF1.000
3409,512,R,B,X,OF1.000
3410,512,X,B,R,OF1.000
3412,512,X,B,R,OF1.000
3416,512,X,B,C,KS1.000
3416,512,X,B,C,TP1.000
3417,512,,,,IE1.000
3417,512,,,,TP1.000
3419,512,X,B,R,IE1.000
3419,512,X,B,R,OF1.000
3419,512,X,B,R,TP1.000
3420,512,R,B,C,OF1.000
3434,512,C,G,GT,KS1.000
3435,512,X,G,C,IE1.000
3436,512,C,G,X,IE1.000
3437,512,X,G,C,TP1.000
3438,512,R,G,C,TP1.000
3441,512,R,G,H,TP1.000
3443,512,H,G,GT,TP1.000
3444,512,X,G,H,TP1.000
3445,512,R,G,H,TP1.000
3446,512,H,G,X,TP1.000
3447,512,X,G,H,TP1.000
3450,512,H,G,X,GO1.000
3456,512,X,G,C,IE1.000
3457,512,R,G,GT,TP1.000
3459,512,R,G,H,TP1.000
3460,512,H,G,R,TP1.000
3461,512,R,G,H,TP1.000
3462,512,H,G,R,TP1.000
3463,512,R,G,GT,IE1.000
3465,512,C,G,R,TP1.000
3466,512,H,G,H,TP1.000
3467,512,C,G,R,TP1.000
3468,512,H,G,C,TP1.000
3469,512,C,G,H,IE1.000
3470,512,H,G,GT,TP1.000
3474,512,H,G,GT,IE1.000
3475,512,X,G,H,IE1.000
3475,512,X,G,H,TP1.000
3476,512,R,B,GT,TP1.000
3477,512,X,B,H,IE1.000
3478,512,H,B,X,TP1.000
3479,512,R,B,H,IE1.000
3480,512,X,B,R,TP1.000
3481,512,H,B,X,TP1.000
3482,512,R,B,X,IE1.000
3483,512,X,B,R,TP1.000
3484,512,X,B,UC,TP1.000
3485,512,H,B,X,TP1.000
3486,512,,B,,TP1.000
3487,512,X,B,C,IE1.000
3489,512,H,G,C,IE1.000
3491,512,H,G,GT,TP1.000
3492,512,R,G,H,TP1.000
3493,512,H,G,R,OF1.000
3494,512,X,G,H,TP1.000
3495,512,H,G,X,TP1.000
3496,512,R,G,H,TP1.000
3497,512,H,G,R,TP1.000
3499,512,H,G,R,OF1.000
3500,512,T,G,H,OF1.000
3501,512,H,G,R,OF1.000
3502,512,C,G,UC,OF1.000
3503,512,X,G,H,OF1.000
3504,512,R,G,X,IE1.000
3505,512,H,G,X,UC1.000
3506,512,X,G,GT,TP1.000
3507,512,C,G,X,TP1.000
3508,512,H,G,X,IE1.000
3509,512,R,G,GT,IE1.000
3520,512,R,G,GT,IE1.000
3522,512,X,G,GT,IE1.000
3523,512,H,G,GT,IE1.000
3524,512,C,G,GT,IE1.000
3525,512,R,G,GT,IE1.000
3525,512,R,G,GT,TP1.000
3526,512,X,G,GT,IE1.000
3527,512,H,G,X,IE1.000
3528,512,X,G,H,IE1.000
3529,512,UC,G,UC,TP1.000
3530,512,X,G,,IE1.000
3530,512,X,G,,TP1.000
3531,512,UC,G,UC,IE1.000
3532,512,X,G,GT,IE1.000
3533,512,R,G,X,IE1.000
3534,512,C,G,GT,TP1.000
3535,512,X,G,C,UC1.000
3536,512,C,G,X,UC1.000
3537,512,X,G,C,TP1.000
3538,512,C,G,X,UC1.000
3539,512,R,G,X,IE1.000
3540,512,X,G,C,IE1.000
3540,512,X,G,C,TP1.000
3541,512,C,G,X,IE1.000
3542,512,X,G,C,IE1.000
3543,512,H,G,GT,IE1.000
3544,512,C,G,H,TP1.000
3545,512,X,G,C,KS1.000
3546,512,H,G,C,EA1.000
3547,512,C,G,H,IE1.000
3548,512,X,G,H,IE1.000
3549,512,R,G,H,IE1.000
3550,512,C,G,T,IE1.000
3550,512,C,G,T,TP1.000
3551,512,X,G,C,KS1.000
3552,512,H,G,C,IE1.000
3553,512,C,G,H,IE1.000
3554,512,H,G,C,IE1.000
3555,512,C,G,H,IE1.000
3557,512,H,G,C,IE1.000
3558,512,C,G,H,TP1.000
3559,512,X,G,C,TP1.000
3560,512,R,G,C,TP1.000
3561,512,C,G,R,IE1.000
3562,512,R,G,C,IE1.000
3563,512,H,G,C,IE1.000
3565,512,R,G,GT,TP1.000
3567,512,C,G,GT,TP1.000
3569,512,R,G,GT,TP1.000
3570,512,X,G,GT,TP1.000
3575,512,R,R,C,TP1.000
3576,512,C,R,R,IE1.000
3577,512,X,R,C,IE1.000
3580,512,R,B,C,TP1.000
3581,512,H,B,R,UC1.000
3582,512,R,B,H,TP1.000
3584,512,X,B,C,TP1.000
3585,512,R,B,H,TP1.000
3586,512,X,B,H,UC1.000
3587,512,C,B,H,TP1.000
3588,512,H,B,C,IE1.000
3589,512,R,B,H,IE1.000
3590,512,H,B,R,IE1.000
3591,512,X,B,H,TP1.000
3592,512,C,B,H,IE1.000
3593,512,H,B,X,TP1.000
3594,512,R,B,H,IE1.000
