row,Date,Speaker,Process,Recipient,codeString
1143,507,H,S,C,IE1.000
1144,507,C,S,GT,IE1.000
1145,507,R,S,C,TP1.000
1146,507,X,S,C,0.500EAIE
1147,507,R,S,GT,0.500IETP
1148,507,R,S,GT,0.500IE/OFTP
1149,507,C,S,R,IE1.000
1150,507,C,S,R,IE1.000
1151,507,X,S,GT,IE1.000
1152,507,R,R,GT,IE1.000
1153,507,C,R,R,IE1.000
1154,507,R,R,C,TP1.000
1155,507,H,R,GT,IE1.000
1157,507,H,R,GT,EA1.000
1158,507,X,R,H,EA1.000
1160,507,H,R,GT,EA1.000
1161,507,R,R,GT,EA1.000
1163,507,X,R,GT,EA1.000
1164,507,C,R,X,UC1.000
1165,507,X,R,C,EA1.000
1166,507,H,R,X,0.500IETP
1167,507,C,R,C,0.500IE/OFTP
1169,507,R,R,X,IE1.000
1169,507,R,R,X,TP1.000
1170,507,X,R,R,0.500IEKS/TP
1171,507,R,R,GT,0.500EAGO
1172,507,H,R,R,IE1.000
1173,507,R,R,H,IE1.000
1176,507,C,S,GT,OF1.000
1177,507,X,S,GT,OF1.000
1179,507,R,R,GT,TP1.000
1181,507,H,R,R,IE1.000
1182,507,R,R,H,IE1.000
1183,507,H,R,R,IE1.000
1184,507,X,R,H,UC1.000
1185,507,H,R,GT,0.500IEKS
1187,507,H,R,GT,IE1.000
1187,507,H,R,GT,TP1.000
1188,507,X,R,GT,IE1.000
1189,507,H,R,GT,KS1.000
1190,507,R,R,GT,OF1.000
1191,507,H,R,GT,0.500IEOF
1192,507,X,R,GT,TP1.000
1193,507,H,R,GT,KS1.000
1194,507,X,R,GT,TP1.000
1195,507,R,S,X,0.500IE/GOKS
1199,507,X,S,,TP1.000
1201,507,X,S,R,0.500IETP
1202,507,R,S,GT,IE1.000
1203,507,H,S,R,0.500IETP
1204,507,X,S,R,0.500IETP
1205,507,H,R,X,IE1.000
1209,507,X,R,R,0.500IETP
1211,507,R,R,GT,IE1.000
1213,507,R,R,GT,TP1.000
1230,508,C,B,H,0.500OFTP
1232,508,X,B,R,0.500IETP
1233,508,H,B,GT,TP1.000
1235,508,R,B,C,0.500IETP
1237,508,X,B,H,TP1.000
1238,508,H,B,X,IE1.000
1239,508,X,B,H,IE1.000
1239,508,X,B,H,TP1.000
1241,508,C,B,S,TP1.000
1242,508,H,B,GT,0.500IETP
1243,508,C,B,H,TP1.000
1244,508,H,B,GT,IE1.000
1244,508,H,B,GT,TP1.000
1245,508,X,B,H,TP1.000
1246,508,H,B,X,TP1.000
1247,508,X,B,H,TP1.000
1248,508,R,B,UC,TP1.000
1249,508,C,B,UC,TP1.000
1250,508,H,B,C,TP1.000
1252,508,C,B,X,IE1.000
1253,508,H,B,C,TP1.000
1254,508,C,B,H,0.500IEKS
1255,508,R,B,C,IE1.000
1256,508,H,B,X,IE1.000
1258,508,H,B,X,IE1.000
1259,508,X,B,H,0.500IEKS
1260,508,H,B,GT,IE1.000
1261,508,R,B,C,GO1.000
1262,508,C,B,R,0.500IETP
1264,508,C,B,R,0.500OFTP
1265,508,H,B,C,0.500IETP
1266,508,C,B,R,UC1.000
1267,508,R,B,C,0.500IEKS
1268,508,C,B,R,IE1.000
1269,508,R,B,C,TP1.000
1270,508,X,B,GT,0.500IEKS
1272,508,X,B,H,0.500IETP
1274,508,R,UC,H,0.500EAIE
1275,508,C,UC,H,0.500IEKS
1276,508,H,UC,R,IE1.000
1277,508,R,UC,C,0.500EAIE
1278,508,C,UC,R,TP1.000
1279,508,X,UC,UC,0.500IEKS
1280,508,H,UC,UC,TP1.000
1281,508,R,UC,C,0.500IETP
1283,508,C,UC,R,IE1.000
1284,508,X,UC,GT,OF1.000
1285,508,R,UC,GT,IE1.000
1286,508,C,UC,H,IE1.000
1287,508,H,UC,C,UC1.000
1288,508,C,UC,R,IE1.000
1289,508,R,UC,C,TP1.000
1290,508,H,UC,C,TP1.000
1291,508,X,UC,GT,GO1.000
1291,508,X,UC,GT,KS1.000
1292,508,C,UC,X,TP1.000
1293,508,H,UC,X,IE1.000
1293,508,H,UC,X,TP1.000
1294,508,R,UC,GT,TP1.000
1295,508,C,UC,R,TP1.000
1297,508,C,UC,R,GO1.000
1297,508,C,UC,R,KS1.000
1298,508,H,UC,C,0.500IETP
1299,508,C,UC,H,IE1.000
1300,508,X,B,GT,TP1.000
1301,508,H,B,X,TP1.000
1313,508,,G,,0.500IETP
1353,508,X,S,GT,0.500KS/IETP
1354,508,R,S,X,TP1.000
1355,508,X,S,R,0.500EAIE
1356,508,C,S,GT,IE1.000
1357,508,X,S,C,OF1.000
1358,508,R,S,C,OF1.000
1359,508,R,S,X,OF1.000
1362,508,C,S,X,0.500KSTP
1362,508,C,S,X,OF1.000
1364,508,X,S,C,OF1.000
1364,508,X,S,C,TP1.000
1365,508,C,S,R,IE1.000
1365,508,C,S,R,TP1.000
1366,508,R,UC,C,IE1.000
1367,508,C,UC,R,TP1.000
1368,508,X,UC,GT,TP1.000
1370,508,H,UC,R,TP1.000
1371,508,R,UC,C,0.500IETP
1372,508,C,UC,R,TP1.000
1373,508,H,UC,R,0.500IETP
1374,508,C,UC,X,0.500IETP
1375,508,X,UC,C,0.500IETP
1376,508,C,UC,X,TP1.000
1377,508,R,UC,C,TP1.000
1378,508,C,UC,X,0.500IETP
1379,508,R,UC,C,KS1.000
1380,508,C,UC,GT,TP1.000
1388,508,X,UC,GT,0.500IETP
1389,508,R,UC,X,IE1.000
1390,508,C,S,GT,IE1.000
1391,508,X,S,C,0.500IETP
1392,508,C,S,X,IE1.000
1393,508,X,S,C,0.500IEKS
1394,508,C,S,X,0.500IETP
1395,508,X,S,C,0.500IETP
1396,508,C,S,X,UC1.000
1397,508,X,S,C,0.500IEKS
1398,508,C,S,X,0.500OFTP
1399,508,X,S,C,0.500OFTP
1400,508,H,S,X,0.500OFTP
1401,508,C,S,UC,0.500OFTP
1402,508,X,S,H,0.500IEKS
1403,508,H,S,X,TP1.000
1404,508,R,S,GT,TP1.000
1405,508,X,S,R,TP1.000
1406,508,R,S,X,TP1.000
1407,508,X,S,R,0.500IETP
1408,508,H,S,GT,TP1.000
1409,508,R,S,H,IE1.000
1410,508,C,S,R,0.500IEKS
1411,508,R,S,C,TP1.000
1412,508,C,S,R,TP1.000
1413,508,X,UC,C,0.500IEKS
1415,508,R,UC,H,TP1.000
1416,508,H,UC,R,OF1.000
1417,508,X,UC,GT,OF1.000
1419,508,H,UC,UC,OF1.000
1421,508,X,UC,R,0.500IEOF
1423,508,X,UC,H,TP1.000
1424,508,R,UC,C,TP1.000
1425,508,C,UC,R,TP1.000
1435,508,C,B,UC,TP1.000
1436,508,X,B,UC,TP1.000
1437,508,C,B,GT,TP1.000
1438,508,R,B,C,TP1.000
1439,508,H,B,GT,0.500IETP
1440,508,X,B,H,IE1.000
1441,508,C,B,H,TP1.000
1442,508,R,B,C,IE1.000
1443,508,X,B,H,TP1.000
1444,508,C,B,GT,IE1.000
1445,508,H,B,C,0.500IETP
1446,508,C,B,H,KS1.000
1447,508,R,B,C,0.500EATP
1448,508,H,B,C,TP1.000
1449,508,C,UC,H,UC1.000
1450,508,R,UC,GT,KS1.000
1451,508,X,UC,GT,IE1.000
1452,508,C,UC,GT,IE1.000
1453,508,X,UC,C,0.500IETP
1454,508,R,UC,C,TP1.000
1455,508,H,UC,GT,TP1.000
1456,508,X,UC,GT,0.500IETP
1457,508,C,UC,GT,0.500IETP
1458,508,X,UC,GT,TP1.000
1459,508,R,UC,X,IE1.000
1460,508,H,UC,GT,TP1.000
1461,508,C,UC,H,TP1.000
1462,508,X,UC,C,TP1.000
1463,508,H,UC,GT,IE1.000
1463,508,H,UC,GT,TP1.000
1464,508,X,UC,C,IE1.000
1465,508,C,UC,X,0.500IEKS
1466,508,X,UC,C,IE1.000
1467,508,H,UC,GT,TP1.000
1468,508,X,UC,H,0.500IETP
1469,508,R,UC,H,TP1.000
1470,508,C,B,H,TP1.000
1471,508,R,B,C,0.500IE/EATP
1473,508,H,B,C,0.500IEOF
1475,508,R,B,C,OF1.000
1476,508,C,B,R,TP1.000
1477,508,R,B,C,0.500IETP
1478,508,C,B,X,0.500KSTP
1479,508,X,B,C,0.500IETP
1479,508,X,B,C,0.500KSTP
1480,508,C,B,X,OF1.000
1481,508,X,B,C,OF1.000
1482,508,C,B,X,0.500OFTP
1483,508,X,UC,C,0.500OFTP/IE
1484,508,C,UC,X,OF1.000
1486,508,C,UC,X,0.500IEKS
1487,508,X,UC,C,TP1.000
1488,508,C,UC,X,TP1.000
1489,508,X,UC,C,0.500IEKS
1491,508,C,UC,R,0.500KSOF
1492,508,C,B,GT,IE1.000
1492,508,C,B,GT,TP1.000
1493,508,H,B,R,0.500IE/UCOF
1495,508,H,B,R,OF1.000
1496,508,X,B,UC,OF1.000
1500,508,X,B,UC,OF1.000
1501,508,R,B,C,OF1.000
1502,508,H,B,GT,IE1.000
1503,508,R,B,C,TP1.000
1506,508,C,B,R,IE1.000
1507,508,R,B,C,IE1.000
1508,508,C,B,R,IE1.000
1509,508,H,B,GT,0.500IETP
1511,508,H,B,X,IE1.000
1512,508,X,B,GT,IE1.000
1513,508,H,B,X,IE1.000
1515,508,X,B,GT,IE1.000
1516,508,H,B,X,IE1.000
1517,508,X,B,H,IE1.000
1518,508,H,B,X,TP1.000
1519,508,C,B,GT,IE1.000
1520,508,X,B,H,TP1.000
1521,508,H,B,C,IE1.000
1522,508,X,B,H,IE1.000
1523,508,H,B,X,0.500IETP
1524,508,X,B,H,0.500OFTP
1525,508,C,B,GT,0.500IEOF
1526,508,X,B,H,0.500IEOF
1527,508,H,B,X,OF1.000
1528,508,X,B,H,OF1.000
1529,508,H,B,X,IE1.000
1530,508,X,B,H,IE1.000
1531,508,H,B,X,OF1.000
1532,508,X,B,H,0.500OFTP
1533,508,H,B,X,OF1.000
1534,508,X,B,H,OF1.000
1536,508,X,B,H,TP1.000
1537,508,H,B,X,IE1.000
1538,508,X,B,H,TP1.000
1539,508,H,B,X,0.500IETP
1541,508,R,B,GT,IE1.000
1542,508,X,B,H,IE1.000
1543,508,H,B,X,IE1.000
1545,508,R,B,H,IE1.000
1546,508,X,B,T,0.500EAKS
1548,508,C,B,GT,IE1.000
1549,508,X,B,C,UC1.000
1550,508,H,B,X,0.500IETP
1569,508,H,G,X,IE1.000
1570,508,X,G,H,IE1.000
1571,508,R,G,H,IE1.000
1572,508,H,G,T,IE1.000
1573,508,X,G,H,IE1.000
1574,508,H,G,X,IE1.000
1575,508,X,G,H,KS1.000
1577,508,H,G,X,IE1.000
1579,508,H,G,R,IE1.000
1580,508,X,G,GT,IE1.000
1580,508,X,G,GT,KS1.000
1588,508,X,B,C,IE1.000
1588,508,X,B,C,TP1.000
1589,508,C,B,X,TP1.000
1590,508,H,B,GT,IE1.000
1591,508,R,B,GT,IE1.000
1592,508,C,B,GT,TP1.000
1593,508,R,B,GT,IE1.000
1594,508,H,B,GT,TP1.000
1617,508,H,G,X,IE1.000
1618,508,X,G,H,KS1.000
1619,508,C,G,GT,IE1.000
1622,508,H,G,X,IE1.000
1625,508,X,B,H,IE1.000
1626,508,H,G,X,IE1.000
1628,508,T,G,H,IE1.000
1629,508,H,G,T,TP1.000
1630,508,T,G,H,TP1.000
1631,508,H,G,T,TP1.000
1632,508,T,G,H,IE1.000
1633,508,H,G,T,IE1.000
1634,508,X,G,C,TP1.000
1635,508,C,B,X,IE1.000
1636,508,X,B,C,IE1.000
1637,508,C,B,X,IE1.000
1638,508,X,B,C,KS1.000
1639,508,C,B,X,TP1.000
1640,508,C,B,UC,IE1.000
1641,508,C,B,X,IE1.000
1642,508,X,B,C,KS1.000
1644,508,H,B,GT,IE1.000
1645,508,C,B,H,TP1.000
1646,508,X,B,C,IE1.000
1647,508,H,B,GT,IE1.000
1648,508,C,B,H,IE1.000
1649,508,H,G,GT,TP1.000
1650,508,X,G,H,IE1.000
1651,508,C,G,H,EA1.000
1652,508,H,G,GT,TP1.000
1653,508,R,G,H,IE1.000
1655,508,R,G,H,KS1.000
1656,508,C,G,R,IE1.000
1657,508,H,G,X,IE1.000
1658,508,X,G,H,TP1.000
1659,508,H,G,GT,IE1.000
1660,508,C,G,H,TP1.000
1661,508,R,G,H,IE1.000
1662,508,H,G,GT,IE1.000
1663,508,X,G,H,IE1.000
1664,508,H,G,X,TP1.000
1665,508,X,G,H,IE1.000
1666,508,H,G,GT,IE1.000
1667,508,R,G,H,TP1.000
1668,508,H,G,R,IE1.000
1669,508,H,G,R,IE1.000
1670,508,R,G,H,IE1.000
1671,508,C,G,R,TP1.000
1672,508,UC,G,UC,KS1.000
1685,508,R,B,C,IE1.000
1687,508,R,B,C,IE1.000
1688,508,C,B,R,KS1.000
1689,508,X,B,C,IE1.000
1691,508,H,B,C,IE1.000
1692,508,C,B,UC,TP1.000
1694,508,C,B,R,IE1.000
1695,508,R,B,C,IE1.000
1696,508,H,B,R,IE1.000
1697,508,R,B,H,IE1.000
1699,508,R,B,H,TP1.000
1700,508,X,B,R,IE1.000
1701,508,H,B,X,IE1.000
1702,508,X,B,H,IE1.000
1703,508,C,B,X,TP1.000
1704,508,X,B,C,IE1.000
1705,508,H,B,R,TP1.000
1706,508,R,B,H,IE1.000
1707,508,H,B,R,TP1.000
1708,508,X,B,UC,IE1.000
1709,508,H,B,UC,TP1.000
1710,508,X,B,C,TP1.000
1711,508,R,B,UC,KS1.000
1712,508,X,B,C,TP1.000
1713,508,H,B,C,FT1.000
1713,508,H,B,C,IE1.000
1714,508,R,B,X,IE1.000
1715,508,X,B,R,IE1.000
1717,508,H,B,R,IE1.000
1718,508,X,B,UC,FT1.000
1718,508,X,B,UC,IE1.000
1720,508,R,B,GT,FT1.000
1722,508,H,R,GT,FT1.000
1722,508,H,R,GT,IE1.000
1723,508,R,B,H,FT1.000
1725,508,H,B,R,FT1.000
1726,508,R,B,H,FT1.000
1727,508,H,B,R,FT1.000
1727,508,H,B,R,TP1.000
1729,508,C,P,R,IE1.000
1730,508,R,B,C,IE1.000
1731,508,C,P,R,IE1.000
1733,508,C,B,UC,IE1.000
1734,508,R,B,C,IE1.000
1735,508,C,B,R,TP1.000
1736,508,R,B,C,IE1.000
1737,508,X,G,GT,TP1.000
1738,508,R,B,GT,TP1.000
1739,508,H,G,GT,IE1.000
1740,508,X,G,GT,FT1.000
1742,508,C,G,X,UC1.000
1743,508,R,G,C,IE1.000
1745,508,R,G,C,IE1.000
1745,508,R,G,C,TP1.000
1747,508,R,B,X,IE1.000
1748,508,X,B,R,IE1.000
1749,508,H,B,GT,TP1.000
1751,508,C,B,H,IE1.000
1751,508,C,B,H,TP1.000
1752,508,H,B,C,IE1.000
1753,508,R,B,GT,GO1.000
1754,508,H,B,GT,IE1.000
1755,508,X,B,GT,TP1.000
1757,508,R,B,GT,TP1.000
1759,508,H,B,C,IE1.000
1760,508,R,B,X,IE1.000
1761,508,X,B,R,IE1.000
1763,508,X,B,R,IE1.000
1764,508,H,B,C,IE1.000
1765,508,X,B,H,IE1.000
1766,508,H,B,X,IE1.000
1770,508,X,B,C,TP1.000
1771,508,R,B,X,TP1.000
1772,508,X,B,R,IE1.000
1774,508,C,B,GT,IE1.000
1775,508,R,B,C,IE1.000
1776,508,X,B,C,IE1.000
1777,508,R,B,X,IE1.000
1778,508,H,B,C,TP1.000
1779,508,C,B,R,IE1.000
1780,508,R,B,C,IE1.000
1781,508,X,B,GT,TP1.000
1782,508,H,B,GT,TP1.000
1783,508,C,B,H,IE1.000
1784,508,R,B,H,IE1.000
1784,508,R,B,H,TP1.000
1785,508,H,B,R,OF1.000
1786,508,X,B,H,TP1.000
1787,508,R,B,GT,OF1.000
1788,508,X,B,R,OF1.000
1789,508,R,B,X,OF1.000
1790,508,X,B,R,IE1.000
1791,508,R,B,X,IE1.000
1792,508,H,B,R,OF1.000
1793,508,R,B,X,OF1.000
1794,508,X,B,R,IE1.000
1795,508,C,B,GT,IE1.000
1796,508,H,B,GT,IE1.000
1797,508,C,B,H,IE1.000
1798,508,H,B,C,KS1.000
1799,508,R,B,H,TP1.000
1800,508,X,B,H,IE1.000
1801,508,H,B,X,IE1.000
1802,508,X,B,GT,IE1.000
1803,508,R,B,X,TP1.000
1804,508,X,B,R,TP1.000
1806,508,R,B,X,IE1.000
1808,508,H,B,GT,IE1.000
1810,508,X,B,R,IE1.000
1812,508,,B,,TP1.000
1813,508,H,B,GT,IE1.000
1814,508,C,B,H,IE1.000
1816,508,H,B,C,KS1.000
1817,508,C,B,H,IE1.000
1818,508,H,B,C,IE1.000
1819,508,X,G,R,UC1.000
1820,508,R,G,X,IE1.000
1822,508,R,G,X,IE1.000
1823,508,X,B,R,GO1.000
1823,508,X,B,R,IE1.000
1824,508,H,B,C,TP1.000
1826,508,H,B,C,IE1.000
1827,508,R,B,X,OF1.000
1828,508,X,B,R,IE1.000
1829,508,R,B,X,TP1.000
1830,508,X,B,R,IE1.000
1832,508,X,B,R,TP1.000
1837,508,H,B,C,IE1.000
1838,508,C,B,H,IE1.000
1839,508,H,B,C,IE1.000
1840,508,C,B,H,IE1.000
1841,508,H,B,C,IE1.000
1843,508,X,B,H,TP1.000
1845,508,H,B,X,IE1.000
1846,508,X,B,H,TP1.000
1847,508,H,B,X,IE1.000
1847,508,H,B,X,TP1.000
1848,508,X,B,C,IE1.000
1849,508,C,B,X,IE1.000
1850,508,R,B,C,IE1.000
1851,508,X,B,T,IE1.000
1852,508,R,B,X,IE1.000
1853,508,X,B,T,TP1.000
1854,508,H,B,C,IE1.000
1855,508,C,B,H,TP1.000
1856,508,H,B,C,IE1.000
1857,508,X,B,C,IE1.000
1858,508,H,B,GT,IE1.000
1859,508,R,B,C,IE1.000
1860,508,X,B,R,IE1.000
1861,508,R,B,X,IE1.000
1862,508,H,B,GT,IE1.000
1863,508,X,B,H,IE1.000
1864,508,R,B,UC,IE1.000
1865,508,C,B,H,TP1.000
1866,508,H,B,C,IE1.000
1867,508,C,B,H,IE1.000
1868,508,R,B,X,IE1.000
1869,508,X,B,R,IE1.000
1870,508,H,B,GT,IE1.000
1871,508,X,B,R,IE1.000
1872,508,H,B,X,IE1.000
1873,508,X,B,R,KS1.000
1874,508,R,B,X,IE1.000
1875,508,X,B,R,IE1.000
1877,508,X,B,GT,IE1.000
1878,508,X,B,C,IE1.000
1879,508,R,B,X,TP1.000
1880,508,X,B,R,IE1.000
1881,508,R,B,X,IE1.000
1883,508,R,B,C,IE1.000
1883,508,R,B,C,KS1.000
1884,508,C,B,R,IE1.000
1885,508,H,B,GT,IE1.000
1887,508,R,B,H,IE1.000
1888,508,X,B,C,TP1.000
1889,508,R,B,C,IE1.000
1890,508,X,B,R,IE1.000
1891,508,R,B,X,IE1.000
1892,508,X,B,R,TP1.000
1893,508,C,B,GT,UC1.000
1894,508,H,B,GT,IE1.000
1897,508,R,B,X,IE1.000
1898,508,X,B,R,IE1.000
1899,508,R,B,X,IE1.000
1900,508,H,B,GT,IE1.000
1901,508,X,B,H,IE1.000
1902,508,H,B,X,TP1.000
1903,508,X,B,H,IE1.000
1904,508,H,B,X,UC1.000
1905,508,R,B,GT,IE1.000
1906,508,H,B,C,IE1.000
1907,508,C,B,H,TP1.000
1908,508,R,B,C,TP1.000
1909,508,X,B,C,IE1.000
1910,508,R,B,X,TP1.000
1911,508,X,B,R,TP1.000
1912,508,H,B,GT,IE1.000
1913,508,X,B,GT,IE1.000
1914,508,H,B,GT,TP1.000
1915,508,X,B,H,TP1.000
1916,508,H,B,X,TP1.000
1917,508,X,B,GT,TP1.000
1922,508,X,B,C,IE1.000
1924,508,C,B,GT,IE1.000
1925,508,X,B,GT,IE1.000
1926,508,X,B,UC,IE1.000
1927,508,R,B,X,IE1.000
1928,508,H,B,GT,IE1.000
1929,508,R,B,H,IE1.000
1931,508,X,B,C,TP1.000
1932,508,H,B,R,IE1.000
1935,508,X,B,H,IE1.000
1937,508,R,B,X,IE1.000
1938,508,X,B,R,IE1.000
1939,508,C,B,X,IE1.000
1940,508,X,B,GT,IE1.000
1941,508,R,B,X,IE1.000
1942,508,X,B,GT,IE1.000
1944,508,C,B,GT,IE1.000
1945,508,H,B,X,TP1.000
1946,508,X,B,H,TP1.000
1948,508,C,B,H,IE1.000
1949,508,R,B,GT,TP1.000
1950,508,C,B,H,TP1.000
1951,508,R,B,GT,IE1.000
1953,508,R,B,X,IE1.000
1955,508,X,B,R,TP1.000
1956,508,R,B,X,IE1.000
1956,508,R,B,X,TP1.000
1958,508,R,B,X,IE1.000
1959,508,X,B,R,TP1.000
1960,508,R,B,X,IE1.000
1961,508,X,B,R,IE1.000
1962,508,R,B,X,IE1.000
1963,508,X,B,R,IE1.000
1964,508,R,B,X,IE1.000
1965,508,X,B,R,IE1.000
1966,508,R,B,X,IE1.000
1967,508,X,B,R,IE1.000
1968,508,R,B,X,IE1.000
1969,508,C,B,GT,IE1.000
1970,508,X,B,C,IE1.000
1971,508,H,B,GT,IE1.000
1972,508,R,B,GT,IE1.000
1973,508,C,B,UC,TP1.000
1974,508,H,B,UC,TP1.000
1975,508,C,B,R,TP1.000
1976,508,R,B,C,OF1.000
1977,508,H,B,R,OF1.000
1977,508,H,B,R,TP1.000
1978,508,X,B,GT,TP1.000
1981,508,H,B,R,TP1.000
1982,508,R,B,GT,OF1.000
1983,508,X,B,GT,IE1.000
1984,508,H,B,X,IE1.000
1985,508,X,B,H,UC1.000
1986,508,R,B,C,TP1.000
1987,508,C,B,R,TP1.000
1988,508,H,B,X,IE1.000
1989,508,X,B,H,TP1.000
1990,508,H,B,X,IE1.000
1991,508,X,B,H,IE1.000
1992,508,R,B,GT,TP1.000
1993,508,X,B,GT,TP1.000
1994,508,H,B,X,TP1.000
1995,508,R,B,C,TP1.000
1996,508,UC,B,UC,TP1.000
1997,508,C,B,R,IE1.000
1998,508,R,B,C,IE1.000
2001,508,X,B,R,TP1.000
2002,508,R,B,X,TP1.000
2003,508,X,B,R,OF1.000
2003,508,X,B,R,UC1.000
2004,508,R,B,X,TP1.000
2005,508,H,B,GT,TP1.000
2006,508,R,B,GT,IE1.000
2007,508,X,B,R,UC1.000
2008,508,R,B,X,IE1.000
2010,508,X,B,R,IE1.000
2020,508,X,B,R,TP1.000
2021,508,R,B,X,TP1.000
2022,508,C,B,H,TP1.000
2025,508,X,B,R,IE1.000
2026,508,R,B,X,IE1.000
2027,508,X,B,R,IE1.000
2028,508,,B,,IE1.000
2029,508,X,B,GT,IE1.000
2033,508,R,G,GT,IE1.000
2034,508,C,G,R,TP1.000
2035,508,R,G,C,TP1.000
2036,508,X,G,R,OF1.000
2037,508,R,G,X,OF1.000
2038,508,C,G,GT,OF1.000
2039,508,X,G,GT,OF1.000
2040,508,R,G,X,OF1.000
2041,508,X,G,GT,OF1.000
2063,508,H,B,X,TP1.000
2064,508,X,B,H,IE1.000
2064,508,X,B,H,TP1.000
2067,508,R,B,C,TP1.000
2068,508,C,B,R,IE1.000
2069,508,X,B,C,IE1.000
2070,508,H,B,GT,IE1.000
2079,508,X,B,GT,OF1.000
2080,508,H,B,X,OF1.000
2081,508,C,B,H,OF1.000
2082,508,H,B,C,OF1.000
2087,508,H,B,GT,OF1.000
2088,508,R,B,X,OF1.000
2089,508,H,B,GT,OF1.000
2090,508,R,B,GT,OF1.000
2091,508,H,B,GT,OF1.000
2092,508,R,B,GT,IE1.000
2093,508,H,B,GT,TP1.000
2094,508,X,B,H,IE1.000
2095,508,R,B,GT,IE1.000
2096,508,X,B,R,UC1.000
2097,508,H,B,X,IE1.000
2098,508,X,B,H,TP1.000
2099,508,R,B,GT,IE1.000
2100,508,X,B,R,TP1.000
2101,508,H,B,GT,IE1.000
2102,508,R,B,GT,IE1.000
2103,508,X,B,GT,IE1.000
2104,508,R,B,X,IE1.000
2105,508,H,B,GT,IE1.000
2106,508,R,B,GT,IE1.000
2107,508,X,B,R,IE1.000
2111,508,X,B,GT,OF1.000
2111,508,X,B,GT,TP1.000
2112,508,R,B,X,TP1.000
2113,508,C,B,X,IE1.000
2114,508,H,B,C,OF1.000
2115,508,C,B,H,GO1.000
2116,508,H,B,C,IE1.000
2117,508,X,B,H,TP1.000
2118,508,R,B,GT,GO1.000
2119,508,X,B,C,EA1.000
2122,508,R,B,H,TP1.000
2123,508,X,B,R,TP1.000
2124,508,R,B,X,OF1.000
2125,508,H,B,X,TP1.000
2126,508,X,B,GT,IE1.000
2127,508,R,B,X,IE1.000
2128,508,H,B,X,UC1.000
2129,508,X,B,H,IE1.000
2130,508,H,B,X,TP1.000
2131,508,H,B,T,UC1.000
2132,508,R,B,H,IE1.000
2133,508,X,B,R,TP1.000
2134,508,H,B,X,IE1.000
2135,508,R,B,X,TP1.000
2136,508,H,B,X,IE1.000
2138,508,R,B,GT,IE1.000
2139,508,H,B,GT,IE1.000
2140,508,X,B,GT,TP1.000
2141,508,R,B,GT,IE1.000
2143,508,X,B,GT,UC1.000
2144,508,H,B,C,UC1.000
2145,508,C,B,H,UC1.000
2147,508,H,B,C,TP1.000
2148,508,C,B,H,IE1.000
2149,508,R,B,C,FT1.000
2149,508,R,B,C,TP1.000
2150,508,H,B,R,IE1.000
2151,508,R,B,H,IE1.000
2152,508,H,B,C,TP1.000
2156,508,X,B,R,TP1.000
2157,508,R,B,X,IE1.000
2158,508,X,B,R,TP1.000
2159,508,R,B,X,IE1.000
2178,508,X,G,R,IE1.000
2179,508,H,G,R,IE1.000
2180,508,C,G,H,IE1.000
2181,508,H,B,C,IE1.000
2182,508,C,B,H,IE1.000
2183,508,H,B,C,TP1.000
2184,508,R,B,H,IE1.000
2185,508,C,B,H,TP1.000
2186,508,X,B,GT,IE1.000
2187,508,H,B,X,TP1.000
2198,508,R,G,H,IE1.000
2199,508,H,B,R,IE1.000
2201,508,R,G,C,IE1.000
2203,508,C,G,R,TP1.000
2204,508,R,G,C,IE1.000
2205,508,H,G,C,IE1.000
2206,508,C,G,T,IE1.000
2206,508,C,G,T,TP1.000
2217,508,R,B,X,IE1.000
2218,508,X,B,R,TP1.000
2219,508,X,B,R,TP1.000
2220,508,R,B,X,TP1.000
2221,508,X,B,R,UC1.000
2222,508,X,B,C,IE1.000
2223,508,C,B,X,UC1.000
2224,508,H,G,GT,IE1.000
2224,508,H,G,GT,TP1.000
2226,508,H,G,C,IE1.000
2227,508,H,G,R,UC1.000
2228,508,R,G,C,IE1.000
2229,508,C,G,R,IE1.000
2230,508,H,G,R,UC1.000
2231,508,R,G,GT,IE1.000
2233,508,X,P,GT,IE1.000
2234,508,H,G,GT,IE1.000
2235,508,R,G,GT,OF1.000
2236,508,H,G,GT,TP1.000
2237,508,X,G,UC,UC1.000
2238,508,R,G,GT,TP1.000
2239,508,C,G,R,UC1.000
2240,508,R,G,H,OF1.000
2241,508,H,G,R,OF1.000
2242,508,R,G,H,OF1.000
2243,508,H,G,R,OF1.000
2244,508,C,G,H,UC1.000
2245,508,H,G,C,IE1.000
2246,508,C,G,H,IE1.000
2248,508,C,G,R,IE1.000
2248,508,C,G,R,OF1.000
2249,508,R,G,C,OF1.000
2250,508,C,G,R,IE1.000
2251,508,R,G,C,TP1.000
2252,508,H,G,C,OF1.000
2253,508,C,G,H,IE1.000
2254,508,R,B,C,IE1.000
2255,508,C,G,R,IE1.000
2258,508,R,B,H,TP1.000
2259,508,H,B,R,IE1.000
2260,508,C,B,H,TP1.000
2261,508,R,B,H,IE1.000
2262,508,H,B,R,IE1.000
2264,508,X,B,GT,IE1.000
2265,508,R,B,X,IE1.000
2266,508,X,B,R,TP1.000
2267,508,R,B,X,IE1.000
2269,508,R,B,X,IE1.000
2270,508,H,B,R,GO1.000
2271,508,R,B,X,TP1.000
2272,508,X,B,R,TP1.000
2273,508,R,B,X,IE1.000
